id,repo,path,full_path_to_open,pass1_path_only,pass2_after_reading_file,confident_yes_no,notes
174,"trpc","packages/react-query/src/shared/proxy/utilsProxy.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/shared/proxy/utilsProxy.ts",,,,
175,"trpc","examples/.test/internal-types-export/src/server.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.test/internal-types-export/src/server.ts",,,,
176,"hono","src/router/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/router/utils.ts",,,,
177,"trpc","packages/server/src/unstable-core-do-not-import/rootConfig.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/rootConfig.ts",,,,
178,"hono","src/adapter/cloudflare-workers/serve-static-module.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-workers/serve-static-module.ts",,,,
179,"trpc","examples/.experimental/next-app-dir/src/server/context.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/server/context.ts",,,,
180,"trpc","packages/upgrade/src/transforms/hooksToOptions.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/upgrade/src/transforms/hooksToOptions.ts",,,,
181,"trpc","examples/openapi-codegen/src/shared/transformer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/openapi-codegen/src/shared/transformer.ts",,,,
182,"trpc","packages/server/src/unstable-core-do-not-import/clientish/serialize.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/clientish/serialize.ts",,,,
183,"trpc","packages/openapi/src/generate.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/openapi/src/generate.ts",,,,
184,"trpc","examples/next-prisma-starter/src/server/routers/_app.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/src/server/routers/_app.ts",,,,
185,"hono","src/adapter/service-worker/handler.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/service-worker/handler.ts",,,,
186,"trpc","examples/.experimental/next-app-dir/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/server/trpc.ts",,,,
187,"hono","src/adapter/netlify/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/netlify/conninfo.ts",,,,
188,"trpc","packages/react-query/src/shared/queryClient.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/shared/queryClient.ts",,,,
189,"trpc","packages/client/src/TRPCClientError.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/TRPCClientError.ts",,,,
190,"hono","benchmarks/routers/src/hono.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/hono.mts",,,,
191,"hono","benchmarks/routers-deno/src/bench.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers-deno/src/bench.mts",,,,
192,"hono","src/preset/tiny.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/preset/tiny.ts",,,,
193,"trpc","examples/next-prisma-websockets-starter/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/src/server/trpc.ts",,,,
194,"trpc","packages/react-query/src/shared/polymorphism/routerLike.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/shared/polymorphism/routerLike.ts",,,,
195,"trpc","examples/.experimental/next-app-dir/src/trpc/server-invoker.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/trpc/server-invoker.ts",,,,
196,"hono","src/adapter/aws-lambda/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/aws-lambda/conninfo.ts",,,,
197,"trpc","examples/next-minimal-starter/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-minimal-starter/src/server/trpc.ts",,,,
198,"trpc","examples/bun/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/bun/src/client.ts",,,,
199,"trpc","examples/minimal/src/shared/transformer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/minimal/src/shared/transformer.ts",,,,
200,"trpc","packages/server/src/unstable-core-do-not-import/parser.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/parser.ts",,,,
201,"trpc","examples/.experimental/next-app-dir/src/app/posts/_data.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/app/posts/_data.ts",,,,
202,"trpc","packages/client/src/links/httpSubscriptionLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/httpSubscriptionLink.ts",,,,
203,"trpc","examples/next-websockets-encoder/src/server/wssDevServer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-websockets-encoder/src/server/wssDevServer.ts",,,,
204,"trpc","packages/client/src/getFetch.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/getFetch.ts",,,,
205,"trpc","packages/client/src/links/splitLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/splitLink.ts",,,,
206,"trpc","examples/lazy-load/src/server/routers/_app.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/lazy-load/src/server/routers/_app.ts",,,,
207,"trpc","packages/tanstack-react-query/src/internals/infiniteQueryOptions.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/tanstack-react-query/src/internals/infiniteQueryOptions.ts",,,,
208,"trpc","packages/client/src/links/wsLink/wsLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/wsLink/wsLink.ts",,,,
209,"trpc","packages/server/src/adapters/next-app-dir/redirect.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/next-app-dir/redirect.ts",,,,
210,"trpc","packages/server/src/unstable-core-do-not-import/initTRPC.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/initTRPC.ts",,,,
211,"hono","src/jsx/jsx-runtime.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/jsx-runtime.ts",,,,
212,"trpc","packages/client/bin/intent.js","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/bin/intent.js",,,,
213,"trpc","examples/standalone-server/src/client.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/standalone-server/src/client.ts",,,,
214,"hono","src/jsx/dom/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/dom/utils.ts",,,,
215,"trpc","examples/next-prisma-starter/prisma/migrations/20220918134120_revert/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-starter/prisma/migrations/20220918134120_revert/migration.sql",,,,
216,"trpc","examples/next-prisma-todomvc/prisma/migrations/20210304121245_/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-todomvc/prisma/migrations/20210304121245_/migration.sql",,,,
217,"hono","benchmarks/routers/src/bench.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/bench.mts",,,,
218,"hono","benchmarks/routers-deno/src/find-my-way.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers-deno/src/find-my-way.mts",,,,
219,"hono","benchmarks/routers/src/koa-tree-router.mts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/routers/src/koa-tree-router.mts",,,,
220,"trpc","packages/server/src/@trpc/server/http.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/@trpc/server/http.ts",,,,
221,"hono","src/adapter/deno/websocket.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/deno/websocket.ts",,,,
222,"hono","src/adapter/cloudflare-workers/websocket.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-workers/websocket.ts",,,,
223,"trpc","packages/client/src/links/wsLink/wsClient/options.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/wsLink/wsClient/options.ts",,,,
224,"hono","src/helper/ssg/middleware.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/helper/ssg/middleware.ts",,,,
225,"hono","benchmarks/jsx/src/react-jsx/nano.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/benchmarks/jsx/src/react-jsx/nano.ts",,,,
226,"hono","src/router/reg-exp-router/trie.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/router/reg-exp-router/trie.ts",,,,
227,"trpc","packages/client/src/links/wsLink/wsClient/wsConnection.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/wsLink/wsClient/wsConnection.ts",,,,
228,"trpc","packages/react-query/src/server/ssgProxy.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/server/ssgProxy.ts",,,,
229,"trpc","examples/next-formdata/src/server/routers/viewer.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-formdata/src/server/routers/viewer.ts",,,,
230,"trpc","packages/server/src/unstable-core-do-not-import/error/getErrorShape.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/error/getErrorShape.ts",,,,
231,"trpc","examples/next-prisma-todomvc/prisma/migrations/20241206100315_prisma-update/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-todomvc/prisma/migrations/20241206100315_prisma-update/migration.sql",,,,
232,"trpc","packages/server/src/unstable-core-do-not-import/http/abortError.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/unstable-core-do-not-import/http/abortError.ts",,,,
233,"trpc","packages/server/src/adapters/fastify/fastifyRequestHandler.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/server/src/adapters/fastify/fastifyRequestHandler.ts",,,,
234,"hono","src/adapter/bun/conninfo.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/bun/conninfo.ts",,,,
235,"trpc","packages/tanstack-react-query/src/internals/queryOptions.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/tanstack-react-query/src/internals/queryOptions.ts",,,,
236,"trpc","packages/tanstack-react-query/src/internals/createOptionsProxy.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/tanstack-react-query/src/internals/createOptionsProxy.ts",,,,
237,"hono","src/adapter/netlify/handler.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/netlify/handler.ts",,,,
238,"hono","src/adapter/deno/serve-static.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/deno/serve-static.ts",,,,
239,"trpc","examples/next-prisma-websockets-starter/prisma/migrations/20210718182836_poster_source/migration.sql","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-prisma-websockets-starter/prisma/migrations/20210718182836_poster_source/migration.sql",,,,
240,"hono","src/jsx/intrinsic-element/components.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/intrinsic-element/components.ts",,,,
241,"hono","src/jsx/context.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/jsx/context.ts",,,,
242,"trpc","packages/client/src/links/internals/httpUtils.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/internals/httpUtils.ts",,,,
243,"hono","src/hono.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/hono.ts",,,,
244,"trpc","examples/nuxt/plugins/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/nuxt/plugins/trpc.ts",,,,
245,"trpc","examples/.experimental/next-app-dir/src/server/routers/_app.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/.experimental/next-app-dir/src/server/routers/_app.ts",,,,
246,"trpc","packages/client/src/links/retryLink.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/retryLink.ts",,,,
247,"trpc","examples/next-sse-chat/src/server/trpc.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/examples/next-sse-chat/src/server/trpc.ts",,,,
248,"trpc","packages/client/src/links/wsLink/wsClient/utils.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/client/src/links/wsLink/wsClient/utils.ts",,,,
249,"trpc","packages/react-query/src/shared/polymorphism/utilsLike.ts","/Users/nolanmoore/n-dx-elm-corpus/trpc/packages/react-query/src/shared/polymorphism/utilsLike.ts",,,,
250,"hono","src/adapter/cloudflare-workers/serve-static.ts","/Users/nolanmoore/n-dx-elm-corpus/hono/src/adapter/cloudflare-workers/serve-static.ts",,,,
